official_row_index,sample_id,class_name,split,relative_path,sha256,official_relative_path,official_sha256,face_detected,exclusion_reason
204,train_angry_000205,angry,train,train/angry/Training_15651444.jpg,92dd2886ae295d35b1cb091af0a2760134372b2dba96059e84fb8809d8bf6974,train/angry/Training_15496677.jpg,ae3796e16dbfc90bf0aa0d4d67be1b4dd3fc74e198c1a7968853cf945759714a,False,mediapipe_no_detection
219,train_angry_000220,angry,train,train/angry/Training_16057513.jpg,93da165b42a9f3013e1650061bb4ec996e287d6646d8c2048db16281cb360310,train/angry/Training_15848209.jpg,d7bc714d3fb5f16ede2a5e8928544000c14b79f05135058bc0ba342aec30d228,False,mediapipe_no_detection
223,train_angry_000224,angry,train,train/angry/Training_16232328.jpg,80ff5d3c09fba7273ccc72b33265f363d150a65bb796c9846d164af76425cb7b,train/angry/Training_16024594.jpg,b84fb9d5ab8e97ca697c3564f1dd0e640bc8cbb64ec40a823671a1983120a33f,False,mediapipe_no_detection
241,train_angry_000242,angry,train,train/angry/Training_16765414.jpg,b38771154af438ab9ed2b68206fcc3750163458e5e8120eb12dfdcf8f12e7caa,train/angry/Training_16585392.jpg,da0d81f21f5b4666882ab974b0377000b00e1183fa7f53419271fb79b1313894,False,mediapipe_no_detection
252,train_angry_000253,angry,train,train/angry/Training_17067471.jpg,8ab22ff5db5ed1e0159e5a08b5080f26693ed2b7f70c17ede6dce8ee8dbf9bc9,train/angry/Training_16824041.jpg,0b95c53facc00c2d085ebfd1be4e03b7f026e5db5b0d6570528576f4d1fb75b4,False,mediapipe_no_detection
260,train_angry_000261,angry,train,train/angry/Training_17363681.jpg,e9b4c4bb90fcc94f26616f42953e96dd0793b062f8e4c1687c21869b6b5e4132,train/angry/Training_17067471.jpg,8ab22ff5db5ed1e0159e5a08b5080f26693ed2b7f70c17ede6dce8ee8dbf9bc9,False,mediapipe_no_detection
285,train_angry_000286,angry,train,train/angry/Training_17871246.jpg,a15df1d42d5a4657aa904a1357a393916b430a02514a3ebbb2cd6c6c5b4f176d,train/angry/Training_17690552.jpg,64a36b2e7ea886a96041fc49e16c0b3b67eaacde4ee49dccd482cae5703e8881,False,mediapipe_no_detection
293,train_angry_000294,angry,train,train/angry/Training_18096819.jpg,ded0752219c60f4b98d70be18936581826b1d6d985e490803794ae35127b3a7a,train/angry/Training_17871635.jpg,6f162b1e36acf6777d411dc3a2cf83e3e8d0459aaec9f0af5824e07e8418c499,False,mediapipe_no_detection
296,train_angry_000297,angry,train,train/angry/Training_18167782.jpg,c5ff98b273e4b07acae012802c05031dba1d4d49fbbc00d54b9ed5e50955bab7,train/angry/Training_1791860.jpg,8e1a00c5618d759216dca35934223840ab78e8c97faccc792a09933ad91805d6,False,mediapipe_no_detection
303,train_angry_000304,angry,train,train/angry/Training_18437561.jpg,79d213a8711382ac80860a79e2b2bb63c745d0c9771df5d84162d7ddfcaac8e1,train/angry/Training_18101749.jpg,6cf961f727f62fb7595fb3381b35140114d206e20d724937a44892540fb6b79c,False,mediapipe_no_detection
320,train_angry_000321,angry,train,train/angry/Training_18775545.jpg,3883aa0fcdb7bb7f13f479fb5773ac6ff8a43fc449b385653f96be4faf9fba8f,train/angry/Training_18615787.jpg,592178244cf92fcaef5754fdd817680144fec09ffa77f3e17ea78912de17f274,False,mediapipe_no_detection
347,train_angry_000348,angry,train,train/angry/Training_19370670.jpg,70ad997c13b55f52dc677a1ae2e31eae4eebf07c35706114ea9425d5f68a16da,train/angry/Training_19153111.jpg,fa035a78dee9b79dde66e037dd4da549fbd3e0e99bd6382cba70b6c66dac0d62,False,mediapipe_no_detection
360,train_angry_000361,angry,train,train/angry/Training_19605770.jpg,e02dd7c6ee0e26d313ebf5745802c5031de3c6c5decd05792437ebece774f9ee,train/angry/Training_1942570.jpg,c9d320570f0dc077a8d6d8541eecc5b0b6998ae29fe1024a71a46cbebd823211,False,mediapipe_no_detection
383,train_angry_000384,angry,train,train/angry/Training_20311288.jpg,07a6861008de576db2b8d51f0b7c0c1ba87f9ef0ff8b86993bf560b4263647d9,train/angry/Training_19879369.jpg,e5fe09c31acc7c4ca82dac2f935cfb3f4ea17bf70f88af5b378a28875eee868c,False,mediapipe_no_detection
386,train_angry_000387,angry,train,train/angry/Training_20343576.jpg,c161d1733a68db1f4298117478efb50b9de24fa49ff2eaf88221e652293ecac8,train/angry/Training_19970288.jpg,347fa69e1dc6399fb518e67988d92f5602cf839eafd5c351d0c992ae608d3065,False,mediapipe_no_detection
403,train_angry_000404,angry,train,train/angry/Training_20666200.jpg,aafceb78662b5767e02c5e99a1ec49bc24061e9a6542f3d4090b6d77037984ce,train/angry/Training_20398356.jpg,71f2793e82657e4c58a52ddede1f5af7e6ad32bf34523f03218cbf94691324cb,False,mediapipe_no_detection
407,train_angry_000408,angry,train,train/angry/Training_20748658.jpg,470d7a96759d6fb1a7ec434093db1c34f78a6965acb61372fe55796cb6f79018,train/angry/Training_20531010.jpg,b7ac8241ae8943636030c6453b879782f35c21aa34744f0f9f62eb422bd0d087,False,mediapipe_no_detection
408,train_angry_000409,angry,train,train/angry/Training_20807662.jpg,40501a51dbb89b3dd722979cb4a140492d6449d5beff4230410986ac1ad820ca,train/angry/Training_20556787.jpg,57c96081cfaca30885b11cf91e8e451ed96baefcd595d4778558d8b1b94cd487,False,mediapipe_no_detection
421,train_angry_000422,angry,train,train/angry/Training_21023543.jpg,58a81a7ed53189b848c1e76db69bec8e621fad18e37703cd581a15cead2e41d3,train/angry/Training_20815081.jpg,a2c9fd3721b2058804fa8598279513a78552e6b7998cfbc50ccc7e6374bc767b,False,mediapipe_no_detection
427,train_angry_000428,angry,train,train/angry/Training_2126195.jpg,e41ecbd989759eb180c5777c9e387a023a440c0370f5254daae3edfcbd9d9052,train/angry/Training_20916121.jpg,c52566ba01ac8428c83a7c1823ed84c23cd23ff396eccce9ddb159c58c6db844,False,mediapipe_no_detection
433,train_angry_000434,angry,train,train/angry/Training_21475578.jpg,1d2eb2f33d1e5244d4ccfca013a309b918a89800c6546ef9ee3bc8cf521870dc,train/angry/Training_21023543.jpg,58a81a7ed53189b848c1e76db69bec8e621fad18e37703cd581a15cead2e41d3,False,mediapipe_no_detection
436,train_angry_000437,angry,train,train/angry/Training_21562334.jpg,960391057b78205d724e1b4390ec38fe145c88ad7961e23bae100db99f19e079,train/angry/Training_21111744.jpg,04af774bc9212380db3ce571a190fdd58d7674a9688507bffcc4208f5c475d2b,False,mediapipe_no_detection
437,train_angry_000438,angry,train,train/angry/Training_21574245.jpg,c08e3e1dd75573d4f17db7cc4e264b79e99d927d7e77c32f5a09c2da90f05da6,train/angry/Training_21134448.jpg,cebdd7823bb5fbbb19d6b0d7350a026f5bd3d0162a342660d715bfebe63b966a,False,mediapipe_no_detection
439,train_angry_000440,angry,train,train/angry/Training_21576940.jpg,3816dd48e0deadb438fcb25fc42952fa8e800ce7a6b42f883eb07b59e42b9d1a,train/angry/Training_21220561.jpg,9105d9996c707f59decdd8a5760d9de418f8203f0212c693d913c03380b4dba6,False,mediapipe_no_detection
446,train_angry_000447,angry,train,train/angry/Training_21745537.jpg,deef27f24408dbb4d975c10821a42fc4a6c7f99be7727080fa5e28a1c5aad775,train/angry/Training_21450179.jpg,01c6da2481207b007a14417585367c268338cb9a6463f67dd530c488b16545a7,False,mediapipe_no_detection
461,train_angry_000462,angry,train,train/angry/Training_22225769.jpg,85a9d51e1308affbe20913370a79563da65c539dcb69be58093190f1354e66d7,train/angry/Training_2185049.jpg,f9f7b0ca9af27f7490da358b29d1e1f19d9e34fe3a90e12ef5aa2d3e7e12725c,False,mediapipe_no_detection
470,train_angry_000471,angry,train,train/angry/Training_2245342.jpg,54b5eb268cac26cc27641a4589bcf76afb9c4f2d20e036248fe66ca058a01669,train/angry/Training_22070624.jpg,95b2d184294d29e08635fc7ae54f04f4c8ef8766b5f6527be77da4c4bf82c8b7,False,mediapipe_no_detection
476,train_angry_000477,angry,train,train/angry/Training_22589544.jpg,81e783952dfea689a5f6b685e29771e1dc96ed74007cd5722088f8fcd3fc448a,train/angry/Training_22269387.jpg,e66acefbc4cd2127102a782e75f06a66a1d43b9d00da7ae4a0d624e34be67f95,False,mediapipe_no_detection
481,train_angry_000482,angry,train,train/angry/Training_2269690.jpg,93204c41d4c354cca49d771f5ae263a8f82496788593d988244ca91c554d2fc9,train/angry/Training_22407840.jpg,9c6edfa575560e17bc907ee058e4ec8f9f3c178ab43524079a1f6add61abf0d3,False,mediapipe_no_detection
513,train_angry_000514,angry,train,train/angry/Training_23519436.jpg,4d6bbb3a42f680744ce7181237d950beec465b7d74a4171369a4c8ef61d1e971,train/angry/Training_23240301.jpg,8150e037fc65005d5583f6d68a9d2b795082b46120da7a438eca695dce4dd15b,False,mediapipe_no_detection
514,train_angry_000515,angry,train,train/angry/Training_23539303.jpg,ff0e16907ad5d803938ec02b4c0c18646fa74c6bcc3b793b8f10fb40fa17bea3,train/angry/Training_23242376.jpg,ea42d6b32bf29fbc18855c997470ec793937e66b5549d06d6a41ad9bb5820ad1,False,mediapipe_no_detection
521,train_angry_000522,angry,train,train/angry/Training_23734703.jpg,47761beb8115298ae8494f4eb038e052618fee6d2c934925ea0f0adc3172fa87,train/angry/Training_233976.jpg,cbebad0fa57e968c213dace82751cfca2fa8bb067e53e62e8127c7fa1de872b3,False,mediapipe_no_detection
530,train_angry_000531,angry,train,train/angry/Training_2395249.jpg,a01dfbf8250d802e387dae788cf2a2e2e09bf52804a9165277628c8769ea358c,train/angry/Training_23567201.jpg,7d6a6ad4a59a6e1935d06475be8fcceccff00ab082adeee8df5e6b1714ab8d8a,False,mediapipe_no_detection
540,train_angry_000541,angry,train,train/angry/Training_24372639.jpg,4caa0d0f5e9ae8f2777310657fd6fe71f32ba60ebddcafbf2ffc7c6430489e14,train/angry/Training_23854394.jpg,7974177c568f35439bada922254a50604328e3a48f49702e3f4a66292056fdce,False,mediapipe_no_detection
544,train_angry_000545,angry,train,train/angry/Training_24522911.jpg,4d0f0de2230cc8bfb6165f2b8631f4de0625bc2db42b19428dd1ebcefbb9d36c,train/angry/Training_24044171.jpg,afa6e4a9aa824fa593e34274664fbd477a951a1b13cc70b87758911f742bc088,False,mediapipe_no_detection
550,train_angry_000551,angry,train,train/angry/Training_24637963.jpg,8d11218df32f7056f6542dbbdaf48c6982c9f7e927dd0ac63d5744bc38431377,train/angry/Training_24301976.jpg,4ca91aff92736a781f79a388fd0c3da7c4f59b29a7049ab07e52e46dfc1816c6,False,mediapipe_no_detection
574,train_angry_000575,angry,train,train/angry/Training_25440354.jpg,1070566c594c4f3a36ae57fa6d5adce4ea62e820668bd1b746f803dace173884,train/angry/Training_24917234.jpg,90706930d0cc41890936013ef9dc1a832debab7fd6044d413b4751a7643a2def,False,mediapipe_no_detection
581,train_angry_000582,angry,train,train/angry/Training_25655245.jpg,2d875448057d793fce30b8946ee96d37b79be8a1d7b8be96a58454fde1faa667,train/angry/Training_25127621.jpg,6af3dffac630530fedc31e0bd2427ada9bc1c4de99e5398b39d4983021d2f22f,False,mediapipe_no_detection
590,train_angry_000591,angry,train,train/angry/Training_25785881.jpg,6ca343159b7475341759dd1c531f4ec0ec3f26294858673d9f80e537acaaccec,train/angry/Training_25440354.jpg,1070566c594c4f3a36ae57fa6d5adce4ea62e820668bd1b746f803dace173884,False,mediapipe_no_detection
598,train_angry_000599,angry,train,train/angry/Training_25951310.jpg,01e806a06a5d56e6bab5e93f4f08950bac53f36c69cdae6388bb850db204ec80,train/angry/Training_25605469.jpg,2e8519ab686672e98ab5ef67a295da4daa392e418d1408d02658d64d21401fb6,False,mediapipe_no_detection
603,train_angry_000604,angry,train,train/angry/Training_25979060.jpg,4521bdbe95e10c120ec1c0193f7134baae37efa7c9fe344a4031b458275ebbf5,train/angry/Training_25739285.jpg,201793954c2fe8631dc96d162e2e83cadb5d3f9e0b52984e05b98aa74cb052f2,False,mediapipe_no_detection
606,train_angry_000607,angry,train,train/angry/Training_26018611.jpg,a370e4c0631dc29ed0a2799ecb3cc648d0b4cfe9d611640b8dd4c384ca573df8,train/angry/Training_25777079.jpg,c0592fc6fa188a951fdf5512f556864221360c9bd3eca691fb100517deb36e9c,False,mediapipe_no_detection
607,train_angry_000608,angry,train,train/angry/Training_26083913.jpg,95d9a8dc9916281c50c8edd0320e87bd935548aa4287968867406709b196a086,train/angry/Training_25785881.jpg,6ca343159b7475341759dd1c531f4ec0ec3f26294858673d9f80e537acaaccec,False,mediapipe_no_detection
611,train_angry_000612,angry,train,train/angry/Training_26149819.jpg,c36a7a54b20592462f5d9c3e8644790ce6bb018ffa6c0bd47c595a2143979bd7,train/angry/Training_25815231.jpg,eb7407ce6fc14385483b6f2a7df98e2f1008624a2a3bb3cf12e1ccbab9d3ce1c,False,mediapipe_no_detection
618,train_angry_000619,angry,train,train/angry/Training_26424238.jpg,784d2221ef8d2fb84a2e7cf07e4faf2fe9aa112820e30f6d86dca366afa07323,train/angry/Training_25951310.jpg,01e806a06a5d56e6bab5e93f4f08950bac53f36c69cdae6388bb850db204ec80,False,mediapipe_no_detection
638,train_angry_000639,angry,train,train/angry/Training_27068424.jpg,cd85a688f9680cb4426bdad9cd0567dd1f756bc9a37fd8c3c123b60e7e0dc2b7,train/angry/Training_26591418.jpg,b3f974c998dc5811040d9d4914543e4b0a3298dae0ec08342fe2ca2c538a0e9e,False,mediapipe_no_detection
650,train_angry_000651,angry,train,train/angry/Training_27436978.jpg,d839855d2125275089c9db7fcffcadf9d7ed55d70c1e2f200f2dabf9a03fda52,train/angry/Training_26849568.jpg,8b0cfd05d45add6286de21e612d7f284fd10bdb5883ab8e3f8d3df83672a331d,False,mediapipe_no_detection
653,train_angry_000654,angry,train,train/angry/Training_27546957.jpg,ad05f22a339fb647de1eb168e58e41c79bbab1f52de4a0e4aabb32682dbcc97d,train/angry/Training_26991794.jpg,c54aece5d2162a2e8e37ee98ee7d17750a91a85fdc12ab1446baefd5cc85a1fa,False,mediapipe_no_detection
657,train_angry_000658,angry,train,train/angry/Training_27679753.jpg,26cba68424329212f40fbf347210fa6e4bb068854fbab21dde76836f4c38d3c6,train/angry/Training_27120059.jpg,1c2fb66c636ae653e23d6953e30802ddd3e0fc0a72dbe804fc94564d6882e3c7,False,mediapipe_no_detection
667,train_angry_000668,angry,train,train/angry/Training_27860978.jpg,1961399ead8765eb65421fb7a7090a6f07523da85650d9c93f97a3b270dc0817,train/angry/Training_27300187.jpg,ca956158c406c6e9854c8cb5d78886a0ddb875d6d64de54823ad621e90066952,False,mediapipe_no_detection
677,train_angry_000678,angry,train,train/angry/Training_28078401.jpg,1b904f9b0ea8d35e2746b3dac1c13c50ccd38d55f35c5b39963fc265f5d32a1b,train/angry/Training_27576455.jpg,288e6bba33ac1194355d08217ec91b5a92ed28d68fc403f8d11799bc21ca8700,False,mediapipe_no_detection
701,train_angry_000702,angry,train,train/angry/Training_28667373.jpg,a5f7dfa1d169dcdcf3b7c945ff6131d51c0e489aa2eee3192bf38014397ef2d3,train/angry/Training_28095251.jpg,3e6b3343c2f842234b295a9f074036e59dac7a8013b9ad580132ee4b49bc765d,False,mediapipe_no_detection
725,train_angry_000726,angry,train,train/angry/Training_2941397.jpg,3dece48f63f986b5b96d29b56d9ae30a5148f3e1657c8edca4db878ed992c186,train/angry/Training_28667373.jpg,a5f7dfa1d169dcdcf3b7c945ff6131d51c0e489aa2eee3192bf38014397ef2d3,False,mediapipe_no_detection
730,train_angry_000731,angry,train,train/angry/Training_29500661.jpg,91b94d546fee9cda577157a243157a913d7ba1b6af1893b561728477f7c39f12,train/angry/Training_28736990.jpg,bcc8703e8e84580e97d75dfc82fa4e6e9c2284b2fca294a87c279ca2bbca6c9a,False,mediapipe_no_detection
731,train_angry_000732,angry,train,train/angry/Training_29502851.jpg,ddaa2191349e1b93238a5920ea35e95ed847624c64a7005e9667d90f65f7ff7a,train/angry/Training_28756096.jpg,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,False,mediapipe_no_detection
741,train_angry_000742,angry,train,train/angry/Training_29641857.jpg,4e287a96e9f5564f9efb2b50766e24284bf0ea45b3a6d9a20dc60c038cfc2931,train/angry/Training_29054231.jpg,9d147bea294741d0890a5623e38449b0517098704b282a10c49f1282847b8daa,False,mediapipe_no_detection
744,train_angry_000745,angry,train,train/angry/Training_29711189.jpg,d2897f0eb26bda656bebd735daf8c093fc3d6f29299c0e1d4517e7a6453fd54d,train/angry/Training_29128246.jpg,2c0f13d317f4381738b9da1c2077637ef239cb5e0f9cb0b0084fa64f232b0b09,False,mediapipe_no_detection
747,train_angry_000748,angry,train,train/angry/Training_29828444.jpg,a200a59bbda81d902383be954e1bbd60b586c2968f5472a7af10260e108c2ff2,train/angry/Training_29216166.jpg,6700d22047b268749f519e5cc2459801228554f6dd6a251486f094581978b498,False,mediapipe_no_detection
766,train_angry_000767,angry,train,train/angry/Training_30514198.jpg,60231cb448374437a8dbe846ac4805d3c4c48829d9f42e551813d96604bd6dd7,train/angry/Training_29702802.jpg,b3f974c998dc5811040d9d4914543e4b0a3298dae0ec08342fe2ca2c538a0e9e,False,mediapipe_no_detection
774,train_angry_000775,angry,train,train/angry/Training_30731743.jpg,3f049a6c3a03f13e8661475eb08564e84efa3b2beb6ebfd77ca4c827509fa942,train/angry/Training_29936255.jpg,5b894a607103e869beaf620cecd20e20254700fe0ec90ed1c3ae743440a27c0f,False,mediapipe_no_detection
779,train_angry_000780,angry,train,train/angry/Training_3096545.jpg,380adcf0da4662b4f037e5c9e0bbbaf474351eec33bd2d28a9938e1ef8309876,train/angry/Training_30148518.jpg,9458edfc61c6292fef0fc7931f80ef7e477e91ba3c05c93b187adc24ace970de,False,mediapipe_no_detection
793,train_angry_000794,angry,train,train/angry/Training_3134863.jpg,3b65fa463ca8d5eb92fbf1b04a0fa82ecca7486480030a4ac3d499bbf9689333,train/angry/Training_30490920.jpg,dc5d8869d872ae8bfa1183e141ef727daf782df4201dc68bf86e67c3629cc9c8,False,mediapipe_no_detection
799,train_angry_000800,angry,train,train/angry/Training_31452286.jpg,493bd58b0fe72c5dfeefe71a9db27fc3da5ab5eb5a5bf9146784b7062f10b422,train/angry/Training_30579242.jpg,4c7fa80355c303d8a8b8a69e956583c6aeecfbcf4bcedc999b2f30c5beda544b,False,mediapipe_no_detection
802,train_angry_000803,angry,train,train/angry/Training_3161929.jpg,c7380331f2e10bb441131f930e8a2526392ae0a6845461bd19578c43c1e19c38,train/angry/Training_30731743.jpg,3f049a6c3a03f13e8661475eb08564e84efa3b2beb6ebfd77ca4c827509fa942,False,mediapipe_no_detection
804,train_angry_000805,angry,train,train/angry/Training_31673420.jpg,a2bfd47ab214ba74b77bae68d4d0e8bcb860eb4fae974421123a99d78d73cfeb,train/angry/Training_30745782.jpg,d739dd1b1aa0fa68ae85785aed215b234bba15d0ee1e6eebeba21b2e5b0f57dd,False,mediapipe_no_detection
817,train_angry_000818,angry,train,train/angry/Training_31892784.jpg,a1dd37c16ca7bae8a54eafbb826dadc9c69354d5abde7b254d26fac2498778f4,train/angry/Training_3128563.jpg,433b31a4a73ca6e1839f4738e4b05de6a39ea1e2c23596f32810b4fa4485cd2c,False,mediapipe_no_detection
833,train_angry_000834,angry,train,train/angry/Training_32295480.jpg,d84efede0310c9f13d44b355ad9228ebeb51a81ba217cdb3d1e826bc7308a367,train/angry/Training_31683603.jpg,bac7a169aa5412a5369d6af65d0bba487f5b87f68d48f63b6a864d08e8057293,False,mediapipe_no_detection
837,train_angry_000838,angry,train,train/angry/Training_32358166.jpg,9851e75e3419626e7440a60469aae8331600d81e698e3ea0b207308e03631890,train/angry/Training_31734020.jpg,3d08d115d23d21377693ceed7bc9da0e25d29c060305769fbd2a784f18670812,False,mediapipe_no_detection
839,train_angry_000840,angry,train,train/angry/Training_3240079.jpg,6f70551036e480a899697a32e133b41d3fb306e326a4ed8ed611fb033c3cdc08,train/angry/Training_31785074.jpg,2eaf09659b016b63d6f9a49c051dd193bc84e70957cf01a40086eb9aaf47e42c,False,mediapipe_no_detection
843,train_angry_000844,angry,train,train/angry/Training_32455649.jpg,6bf34cdbdd6a52f319722ed3d2bf032101a94e94ed8969ba24c93dfd81b6d8c8,train/angry/Training_31822012.jpg,7c8660421d886c8bedf6f21316f96a46480a841cc00cf6414f0acb36076eeb2f,False,mediapipe_no_detection
854,train_angry_000855,angry,train,train/angry/Training_32724511.jpg,c8e1cf8cdfa9fc902c4bbab7c0bca148cdebf793c2f611028624dbad6258fb63,train/angry/Training_32056400.jpg,ed501973db39db11f4c634330ec7c3fb46a96d49ca999f145d76809aa51a533d,False,mediapipe_no_detection
876,train_angry_000877,angry,train,train/angry/Training_33331.jpg,da326ec979821620661ed775cbe28b1791938f0586d4d4f43d7737ba6ecc526f,train/angry/Training_32571770.jpg,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,False,mediapipe_no_detection
885,train_angry_000886,angry,train,train/angry/Training_3360192.jpg,614cfd7330f1b718808264334f8f124aa02893868f27e9da351a09f50e75d467,train/angry/Training_32705300.jpg,86be1f00f0750192e48f9e3ae0bdec373e43ab595ebf307f830f6c881fd1f9a5,False,mediapipe_no_detection
888,train_angry_000889,angry,train,train/angry/Training_33635393.jpg,d182dfddd9a657cc8f41d166568868e31f9adb8e5ae647d4d3045eff323de8c8,train/angry/Training_32769196.jpg,08a6ab15f5bb75d6317cb9c820932a9cdee16c101125e6c5f4100f814c761f3d,False,mediapipe_no_detection
893,train_angry_000894,angry,train,train/angry/Training_33810977.jpg,d8e14d61453cba99a4dc1b17c44433690b2cd88370e7bb5b738daea1d6a7cad4,train/angry/Training_3284854.jpg,e78582ba5b1932cd7a56cdbcb9d74a87211b6b805e37361bc9fd3acb03885c14,False,mediapipe_no_detection
923,train_angry_000924,angry,train,train/angry/Training_34635895.jpg,fab33b185099ff80538917f3341811898f7e620bef014402e3a5e0627fe5d1bf,train/angry/Training_33728070.jpg,6ce5ff391cca027544cb937ddbcfd863bac9022db21fc005464d6f165cf306d2,False,mediapipe_no_detection
